FrameFile,PointA,PointB,Distance(m),VectorX,VectorY,VectorZ,UnitVecX,UnitVecY,UnitVecZ,Angle_with_origin->Pi(deg),Angle_with_origin->Pj(deg)
zed_picked_points_340.npy,0,1,0.801412,-0.208176,-0.773148,0.034166,-0.259762,-0.964731,0.042632,119.884,98.556
