FrameFile,PointA,PointB,Distance(m),VectorX,VectorY,VectorZ,UnitVecX,UnitVecY,UnitVecZ,Angle_with_origin->Pi(deg),Angle_with_origin->Pj(deg)
picked_points_840.npy,0,1,0.800632,-0.658906,-0.449778,0.067485,-0.822983,-0.561779,0.084289,104.653,104.159
